id,X4,X11,X18,X26,X50,X3112
154220505,1.1017750804340785,145.36906920163582,19708.08178151533,3518.655148365143,14.93091597806122,400434.88934660825
195736552,0.9721231694410728,151.57350483553478,19699.860810136168,3461.9588341637204,14.992917600920949,398438.5465653233
182701773,1.0074678267788237,154.8756455124364,19698.99564423939,3459.4529254199942,14.742305017771114,398506.3600060977
27688500,0.9617975723496511,139.59505777767475,19698.952386941954,3462.681115811978,16.14598985736523,397727.8568064061
195825045,0.9032467974917177,150.48462893406796,19699.03890163181,3462.186906827397,14.815983020008574,398644.64767689194
90218281,1.2255689492669113,140.17508183974263,19702.759392758988,3460.890893790598,16.453450013423538,397652.3168643949
184784126,1.1281713608162498,144.3596307847959,19699.94732881568,3468.796128323927,15.088285346708703,397913.49274218443
196505896,1.0185561150084128,147.5562842299353,19704.079038049513,3544.3936533103983,14.771343715567447,399500.3834256733
190205411,0.9714467796676499,151.12060140398353,19699.147045528454,3461.5179362821445,14.6592927865996,397704.2763245737
193155678,1.0270767300560952,153.35856847175435,19699.428222438197,3459.6827322881345,14.897854118860298,398375.11863229604
196236454,1.0450123329764316,146.08692227743578,19704.663171560853,3466.9170968341464,15.059214672255813,398406.17518607236
88250214,0.9408161846357007,140.17377364169323,19713.492186196923,3480.265582916369,15.117980641869897,397638.34573078813
191944528,0.9867330757941509,146.25664095824297,19699.687773917067,3463.038510870398,15.142533747320293,398095.7185670728
195493725,0.9479389653731988,151.9168876356898,19699.493109987317,3459.05412328888,15.103683296252724,398853.482936695
70134978,0.9221394120990263,147.64484960345348,19699.428222438197,3463.067028022528,15.08780079005083,397944.9502351536
133890184,1.044856919392155,146.85088038018907,19700.617861465595,3493.009586907934,15.407975213367184,398093.9702011856
68444641,0.9759613308641352,148.05075725912997,19700.141997233874,3482.864959569369,15.122263767214164,398218.1232622947
192180569,1.1362409003844085,140.76508888001493,19703.49492185448,3464.2212191584917,15.816096360989665,397996.0739654222
196586748,1.0104863250104539,158.22262283698464,19699.449851597492,3462.312353196911,14.645883499288848,399684.2136445994
195485068,1.0482657085843599,154.5886174499242,19704.31701627861,3460.6686060013576,14.622456788770807,403016.9524849762
195545760,0.9032043711602983,146.44681526238716,19700.012218074673,3465.607897832167,14.96564088676475,399875.1531301726
189067868,0.8693122722039232,150.65159957731882,19700.834167188983,3480.3649351678414,15.346548574647835,401694.7364494743
131023803,1.0411569428086418,146.77745569038933,19701.007213477664,3466.882838235029,15.099741152173097,398069.49388499313
194368572,1.0160879461119443,148.96148976255628,19699.709403361336,3462.122284713908,15.411832843260566,398297.70649601106
